epoch,train_loss,valid_loss
0,0.5204386297781863,0.35591003343778077
1,0.33717827066105216,0.3118173227929637
2,0.3013424015524399,0.2820932550012525
3,0.2817919734135345,0.26986982202962084
4,0.2640695970262115,0.2557031820187756
5,0.2502766923089722,0.24475589385565674
6,0.23805812483456865,0.2290583355549239
7,0.22905250176712497,0.22584023342391876
8,0.22203461806378771,0.2163055634570626
9,0.21606773383653344,0.21297782101299828
10,0.21117390741654976,0.20488603489636656
11,0.20675894129815414,0.2093533482796476
12,0.20344636608008762,0.1985222396533655
13,0.19934950252274172,0.19820316428504323
14,0.1968133375273278,0.1947261172479013
15,0.1939830288815139,0.19133073181544186
16,0.1910069063680256,0.19099413754356592
17,0.1881230993486529,0.19293011027160367
18,0.18675476180848163,0.19156097375374187
19,0.18416831385550186,0.1829933127967973
20,0.18096871933146338,0.18140621469820373
21,0.17997486866898274,0.1785746915462874
22,0.1788704650485935,0.18636444832263035
23,0.17584822141944464,0.1752524138217246
24,0.17398348489598414,0.17708780488218787
25,0.171743370540178,0.1710128766172242
26,0.1701353062936409,0.17185858333218854
27,0.16861621315155795,0.1718421848518971
28,0.16618521057780664,0.16710472539112287
29,0.16559629913550525,0.16896385692757782
30,0.1637381045662578,0.16592014646242031
31,0.16216595142929996,0.16665472076738708
32,0.16045474640688107,0.16966228866865268
33,0.15926845522981192,0.1623503740460491
34,0.1580725902888044,0.163550184032348
35,0.15759390131312997,0.15910378161513913
36,0.15505234793802003,0.1627831351000737
37,0.15486718733706067,0.1592639506403413
38,0.15359383965257425,0.15759863161968682
39,0.1525315961646075,0.15982901815921519
40,0.15058945890647082,0.15774501846636169
41,0.15046880209266242,0.1560856228148469
42,0.14994053097825555,0.15431856658883686
43,0.14886691300713237,0.15627709148153437
44,0.14758696556091308,0.1542308292720253
45,0.1472521886154635,0.15494376438982177
46,0.14569902330187698,0.15285670343122454
47,0.14501302170394054,0.1515735962239637
48,0.14384650321462047,0.15188480972163268
49,0.14311349086426012,0.1499162998804513
50,0.14110254324860308,0.14811881719399075
