epoch,train_loss,valid_loss
0,0.529679489435263,0.37439172001403626
1,0.3289362298184304,0.3306773915391674
2,0.2859112849786653,0.27446639915967636
3,0.257939489522771,0.24258921171603245
4,0.23964321146059275,0.23448400807164588
5,0.22857948248110824,0.22027388620232527
6,0.22079534033435075,0.21469702407312538
7,0.2138634039529005,0.20704231125350445
8,0.20802750695290878,0.19997036601121332
9,0.20418716441446813,0.19997370819310767
10,0.19960027328088656,0.2310907361730708
11,0.1949434908790205,0.19073631017950007
12,0.19268738175157327,0.1906872798669014
13,0.18991023302078247,0.18591352982103285
14,0.1868961857790923,0.1899333180257561
15,0.18598005232499473,0.18491464799264407
16,0.18197795955380003,0.18380661871498086
17,0.17947542595503918,0.18471496667026394
18,0.17805482814060383,0.1755860588341681
19,0.17607552358253517,0.18384100771382497
20,0.1735322089650523,0.17454251529947148
21,0.17190378532936826,0.1792823549843987
22,0.17046630873752,0.16916791261863132
23,0.16897758688758965,0.16859249532042672
24,0.1657743940401317,0.1687755001275561
25,0.16471788961084644,0.17247965958903563
26,0.1626884634171299,0.1666957123762171
27,0.16146254054266004,0.16347657571746504
28,0.15990701698178622,0.17100792871141002
29,0.15851649561120038,0.16241184696330044
30,0.15683300459205204,0.15995761689102542
31,0.1551077017832042,0.16845977144298957
32,0.15447357515593868,0.15770007296271193
33,0.15281844654274945,0.15564211509739165
34,0.15175169448756692,0.15955737494269887
35,0.15014673225843728,0.16239567105503602
36,0.14916934601625606,0.15488386586353498
37,0.14852210091586088,0.1545758386032819
38,0.14650298656530716,0.15186365601519444
39,0.14494005273933985,0.15196601861913397
40,0.14465624543290642,0.15287622386235125
41,0.14357663434953546,0.1487222295873475
42,0.14195255484413263,0.1479483156766056
43,0.14082987332463864,0.15119151550477364
44,0.14068758805193493,0.15241015281561998
45,0.13834840514552055,0.1491723228077154
46,0.13783693121905302,0.15130346473250145
47,0.13703141877399616,0.14657927243731173
48,0.1353631719871981,0.14537895590156946
49,0.13458603638500424,0.1456908900572094
50,0.1329906247369009,0.14853778634546747
